DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Pintu masuk khusus pengguna kursi roda,Kopi,Tempat duduk,Cocok untuk anak-anak,Nyaman,Berkelompok,Kartu debit,-,-
,Pesan antar,Tempat parkir khusus pengguna kursi roda,,,Toilet,Santai,,Kartu kredit,,
,Bawa pulang,Toilet khusus pengguna kursi roda,,,,,,,,
,Makan di tempat,,,,,,,,,
