DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Tempat duduk,Toilet,Nyaman,Berkelompok,Kartu debit,-,-,-
,Bawa pulang,,,,Santai,,Kartu kredit,,,
,Makan di tempat,,,,,,,,,
