DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Alkohol,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-
,Antar tanpa bertemu,,Bir,Makan siang,Toilet,Santai,,,,
,Pesan antar,,Kopi,Makan malam,,,,,,
,Bawa pulang,,Minuman happy hour,Hidangan penutup,,,,,,
,Makan di tempat,,,Tempat duduk,,,,,,
