DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Pelayanan cepat,,Cepat saji,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-
,Makan di tempat,,,Makanan halal,Makan malam,,Santai,,,
,,,,Menu untuk anak-anak,,,,,,
