DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Tempat duduk di atap,Hidangan larut malam,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Antar tanpa bertemu,,Kopi,Makan malam,Kursi tinggi,Santai,Ramah keluarga,,Pembayaran NFC dengan ponsel,
,Pesan antar,,Makanan siap saji,Katering,Toilet,,,,,
,Bawa pulang,,,Tempat duduk,Toilet netral gender,,,,,
,Makan di tempat,,,,Wi-Fi,,,,,
,,,,,Wi-Fi Gratis,,,,,
