DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Musik live,Pintu masuk khusus pengguna kursi roda,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,Bawa pulang,,Tempat parkir khusus pengguna kursi roda,Makanan halal,Brunch,Kursi tinggi,Santai,Ramah keluarga,,Kartu kredit
,Makan di tempat,,Toilet khusus pengguna kursi roda,Menu untuk anak-anak,Makan siang,Toilet,,,,
,,,,Salad prasmanan,Makan malam,Wi-Fi,,,,
,,,,,Katering,Wi-Fi Gratis,,,,
,,,,,Hidangan penutup,,,,,
,,,,,Tempat duduk,,,,,
