DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Musik live,,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai
,Pesan antar,Pertunjukan live,,Kopi,Brunch,Kursi tinggi,Santai,,,
,Bawa pulang,,,Menu untuk anak-anak,Makan siang,Toilet,,,,
,Makan di tempat,,,,Makan malam,,,,,
,,,,,Hidangan penutup,,,,,
,,,,,Tempat duduk,,,,,
