DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Musik live,Toilet khusus pengguna kursi roda,Hidangan larut malam,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-
,Pesan antar,,,Kopi,Makan siang,Toilet,Santai,Ramah keluarga,,
,Bawa pulang,,,Makanan halal,Makan malam,Wi-Fi,,,,
,Makan di tempat,,,Menu untuk anak-anak,Hidangan penutup,Wi-Fi Gratis,,,,
,,,,,Tempat duduk,,,,,
