DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Makanan halal,Tempat duduk,Cocok untuk anak-anak,Nyaman,Hanya tunai,-,-,-
,Bawa pulang,,,,,Santai,,,,
,Makan di tempat,,,,,,,,,
