DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Hidangan larut malam,Makan siang,Anjing boleh masuk,Nyaman,Berkelompok,Hanya tunai,-,-,-
,Pesan antar,Kopi,Makan malam,Cocok untuk anak-anak,Santai,Ramah keluarga,,,,
,Bawa pulang,Menu untuk anak-anak,Hidangan penutup,Wi-Fi,,,,,,
,Makan di tempat,,Tempat duduk,Wi-Fi Gratis,,,,,,
