DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Alkohol,Tempat duduk,Toilet,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Bawa pulang,Makanan,,,Santai,,,,,
,Makan di tempat,,,,,,,,,
