DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Tempat duduk di atap,Kopi,Brunch,Anjing boleh masuk,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Antar tanpa bertemu,,Minuman happy hour,Makan siang,Cocok untuk anak-anak,Santai,Ramah keluarga,,Kartu debit,
,Pesan antar,,,Makan malam,Kursi tinggi,,,,Kartu kredit,
,Bawa pulang,,,Hidangan penutup,Toilet,,,,,
,Makan di tempat,,,Tempat duduk,Wi-Fi,,,,,
,,,,,Wi-Fi Gratis,,,,,
