DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Ambil di tepi jalan,,Kopi,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-
,Pesan antar,,Makanan halal,,Toilet,Santai,,,,
,Bawa pulang,,Menu untuk anak-anak,,,,,,,
,Makan di tempat,,,,,,,,,
