DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Kopi,Makan siang,Nyaman,Hanya tunai,-,-,-,-,-
,Makan di tempat,Makanan halal,,Santai,,,,,,
