DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,,Kopi,Brunch,Nyaman,Berkelompok,Hanya tunai,-,-,-
,Bawa pulang,,Makanan halal,Makan siang,Santai,,,,,
,Makan di tempat,,,,,,,,,
