DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Pesan antar,,Kopi,Brunch,Memiliki bar,Santai,Ramah keluarga,,Kartu debit,
,Bawa pulang,,Menu untuk anak-anak,Makan siang,Toilet,,,,Kartu kredit,
,Makan di tempat,,,Makan malam,,,,,,
,,,,Katering,,,,,,
,,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
