DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Makanan halal,Makan siang,Nyaman,Berkelompok,-,-,-,-
,Pesan antar,,,Makan malam,Santai,,,,,
,Bawa pulang,,,Tempat duduk,,,,,,
,Makan di tempat,,,,,,,,,
