DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Makanan halal,Makan siang,Cocok untuk anak-anak,Nyaman,Hanya tunai,-,-,-,-
,Makan di tempat,,,Toilet,Santai,,,,,
