DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Mengidentifikasi diri sebagai milik perempuan,Pesan antar,Karaoke,Alkohol,Toilet,Nyaman,Berkelompok,Wajib reservasi,Hanya tunai,-
,,Makan di tempat,,Makanan,Wi-Fi,Santai,,Menerima reservasi,Kartu debit,
,,,,Minuman keras,Wi-Fi Gratis,,,,,
