DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Karaoke,Alkohol,Tempat duduk,Toilet,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Bawa pulang,Koktail enak,Bir,,Wi-Fi,Santai,,,,
,Makan di tempat,Malam kuis,Koktail,,Wi-Fi Gratis,,,,,
,,Musik live,Makanan,,,,,,,
,,Pertunjukan live,Makanan di bar,,,,,,,
,,,Menari,,,,,,,
,,,Minuman keras,,,,,,,
,,,Wine,,,,,,,
