DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Pintu masuk khusus pengguna kursi roda,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Pembayaran NFC dengan ponsel,-
,Makan di tempat,Tempat parkir khusus pengguna kursi roda,Makanan halal,Makan siang,Toilet,Santai,Ramah keluarga,,Kartu kredit,
,,Toilet khusus pengguna kursi roda,Menu untuk anak-anak,Makan malam,,,,,,
,,,,Hidangan penutup,,,,,,
