DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
"Franchise restoran yang terkenal dengan ember ayam goreng, dan hidangan kombo, serta hidangan sampingan.",-,Antar tanpa bertemu,Kopi,Makan siang,Cocok untuk anak-anak,Santai,Berkelompok,Kartu debit,-,-
,,Pesan antar,Makanan halal,Makan malam,Kursi tinggi,,,,,
,,Bawa pulang,Menu untuk anak-anak,Pesan di konter,Toilet,,,,,
,,Makan di tempat,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
