DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Kopi,Brunch,Cocok untuk anak-anak,Kelas atas,Berkelompok,Menerima reservasi,Kartu debit,-
,Bawa pulang,,Makanan halal,Makan siang,Toilet,Nyaman,,,Kartu kredit,
,Makan di tempat,,Menu untuk anak-anak,Makan malam,,Santai,,,,
,,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
