DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Hidangan larut malam,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Bawa pulang,,Kopi,Makan malam,Toilet,Santai,Ramah keluarga,,,
,Makan di tempat,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
