DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,Makanan halal,Makan siang,Cocok untuk anak-anak,Nyaman,Ramah keluarga,Hanya tunai,-,-,-
,Bawa pulang,,Makan malam,,Santai,,Pembayaran NFC dengan ponsel,,,
,Makan di tempat,,Pesan di konter,,,,,,,
,,,Tempat duduk,,,,,,,
