DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,Makanan halal,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-,-,-
,Bawa pulang,Menu untuk anak-anak,,Santai,,,,,,
,Makan di tempat,,,,,,,,,
