DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Kopi,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-,-,-
,Makan di tempat,Makanan halal,,Santai,,,,,,
,,Menu untuk anak-anak,,,,,,,,
