DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-
,Bawa pulang,,Makanan halal,Brunch,Toilet,Santai,,,,
,Makan di tempat,,Menu untuk anak-anak,Makan siang,,,,,,
,,,,Makan malam,,,,,,
,,,,Katering,,,,,,
,,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
