DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Ambil di tepi jalan,Makanan halal,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-,-,-
,Bawa pulang,,,Santai,,,,,,
,Makan di tempat,,,,,,,,,
