DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Hidangan larut malam,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-,-
,Bawa pulang,Kopi,Makan siang,Toilet,Santai,,,,,
,Makan di tempat,Menu untuk anak-anak,Makan malam,,,,,,,
,,,Hidangan penutup,,,,,,,
,,,Tempat duduk,,,,,,,
