DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-,-
,Antar tanpa bertemu,Makanan halal,Brunch,Toilet,Santai,,,Kartu kredit,,
,Pesan antar,Menu untuk anak-anak,Makan siang,,,,,,,
,Bawa pulang,,Makan malam,,,,,,,
,Makan di tempat,,Katering,,,,,,,
,,,Hidangan penutup,,,,,,,
,,,Tempat duduk,,,,,,,
