DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Perapian,Kopi,Makan siang,Cocok untuk anak-anak,Nyaman,Menerima reservasi,Hanya tunai,-,-
,Bawa pulang,,Makanan halal,Tempat duduk,,Santai,,,,
,Makan di tempat,,,,,,,,,
