DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Pelayanan cepat,,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,Antar tanpa bertemu,,,Cepat saji,Brunch,Kursi tinggi,Santai,Ramah keluarga,,Kupon makanan
,Pesan antar,,,Hidangan larut malam,Makan siang,Memiliki bar,,,,Kartu kredit
,Bawa pulang,,,Kopi,Makan malam,Toilet,,,,
,Makan di tempat,,,Pilihan menu sehat,Hidangan penutup,Toilet netral gender,,,,
,,,,,Tempat duduk,,,,,
